Time (s),Voltage (V),Current (A)
0.906,0.58999,6.03E-08
0.907,0.59,6.09E-08
0.908,0.58999,6.35E-08
0.909,0.59,6.30E-08
0.91,0.69723,9.36E-08
0.911,0.7,7.16E-08
0.912,0.69999,7.00E-08
0.913,0.69999,6.97E-08
0.914,0.7,6.98E-08
0.915,0.69999,6.98E-08
0.916,0.7,6.92E-08
0.917,0.6025,4.01E-08
0.918,0.6,5.60E-08
0.919,0.6,5.67E-08
0.92,0.6,5.73E-08
0.921,0.59999,5.90E-08
0.922,0.6,6.06E-08
0.923,0.59999,6.08E-08
0.924,0.70725,9.19E-08
0.925,0.71,7.17E-08
0.926,0.71,7.23E-08
0.927,0.71,7.29E-08
0.928,0.71,7.55E-08
0.929,0.71,7.49E-08
0.93,0.70999,7.44E-08
0.931,0.61249,4.41E-08
0.932,0.61,6.11E-08
0.933,0.61,6.08E-08
0.934,0.61,6.07E-08
0.935,0.61,6.07E-08
0.936,0.61,5.99E-08
0.937,0.61,5.94E-08
0.938,0.71725,8.84E-08
0.939,0.71999,6.86E-08
0.94,0.72,6.93E-08
0.941,0.71999,7.07E-08
0.942,0.71999,7.24E-08
0.943,0.72,7.27E-08
0.944,0.72,7.25E-08
0.945,0.62249,4.40E-08
0.946,0.62,6.31E-08
0.947,0.62,6.39E-08
0.948,0.62,6.65E-08
0.949,0.62,6.58E-08
0.95,0.61999,6.52E-08
0.951,0.62,6.32E-08
0.952,0.72725,9.33E-08
0.953,0.73,7.26E-08
0.954,0.73,7.28E-08
0.955,0.73,7.27E-08
0.956,0.73,7.21E-08
0.957,0.73,7.13E-08
0.958,0.73,6.91E-08
0.959,0.63249,4.11E-08
0.96,0.63,6.01E-08
0.961,0.63,6.20E-08
0.962,0.63,6.36E-08
0.963,0.63,6.40E-08
0.964,0.63,6.38E-08
0.965,0.63,6.37E-08
0.966,0.73725,9.55E-08
0.967,0.74,7.59E-08
0.968,0.74,7.85E-08
0.969,0.74,7.81E-08
0.97,0.74,7.74E-08
0.971,0.73999,7.55E-08
0.972,0.74,7.41E-08
0.973,0.64249,4.53E-08
0.974,0.64,6.38E-08
0.975,0.64,6.39E-08
0.976,0.64,6.34E-08
0.977,0.64,6.26E-08
0.978,0.64,6.02E-08
0.979,0.64,6.08E-08
0.98,0.74725,9.27E-08
0.981,0.75,7.42E-08
0.982,0.74999,7.56E-08
0.983,0.74999,7.61E-08
0.984,0.75,7.60E-08
0.985,0.75,7.58E-08
0.986,0.74999,7.65E-08
0.987,0.65249,4.86E-08
0.988,0.65,6.96E-08
0.989,0.65,6.90E-08
0.99,0.65,6.85E-08
0.991,0.65,6.68E-08
0.992,0.65,6.52E-08
0.993,0.65,6.47E-08
0.994,0.75725,9.62E-08
0.995,0.75999,7.59E-08
0.996,0.76,7.53E-08
0.997,0.76,7.44E-08
0.998,0.76,7.22E-08
0.999,0.76,7.28E-08
1,0.76,7.35E-08
1.001,0.66249,4.66E-08
1.002,0.66,6.66E-08
1.003,0.65999,6.69E-08
1.004,0.66,6.68E-08
1.005,0.66,6.67E-08
1.006,0.65999,6.73E-08
1.007,0.66,6.78E-08
1.008,0.76726,1.02E-07
1.009,0.76999,8.11E-08
1.01,0.77,8.04E-08
1.011,0.77,7.88E-08
1.012,0.77,7.72E-08
1.013,0.77,7.68E-08
1.014,0.77,7.70E-08
1.015,0.67251,4.84E-08
1.016,0.67,6.62E-08
1.017,0.67,6.56E-08
1.018,0.67,6.30E-08
1.019,0.67,6.36E-08
1.02,0.67,6.43E-08
1.021,0.67,6.61E-08
1.022,0.77726,9.90E-08
1.023,0.78,7.91E-08
1.024,0.77999,7.88E-08
1.025,0.77999,7.89E-08
1.026,0.77999,7.95E-08
1.027,0.77999,7.99E-08
1.028,0.77999,8.26E-08
1.029,0.68249,5.36E-08
1.03,0.68,7.14E-08
1.031,0.68,6.97E-08
1.032,0.68,6.83E-08
1.033,0.68,6.79E-08
1.034,0.68,6.80E-08
1.035,0.67999,6.80E-08
1.036,0.78726,9.87E-08
1.037,0.78999,7.76E-08
1.038,0.79,7.51E-08
1.039,0.79,7.57E-08
1.04,0.79,7.64E-08
1.041,0.79,7.82E-08
1.042,0.79,7.97E-08
1.043,0.69249,5.15E-08
1.044,0.69,6.98E-08
1.045,0.69,6.98E-08
1.046,0.69,7.03E-08
1.047,0.69,7.08E-08
1.048,0.69,7.36E-08
1.049,0.69,7.30E-08
1.05,0.79723,1.04E-07
1.051,0.8,8.17E-08
1.052,0.8,8.04E-08
1.053,0.8,8.00E-08
1.054,0.8,8.01E-08
1.055,0.8,8.01E-08
1.056,0.8,7.94E-08
1.057,0.70249,5.02E-08
1.058,0.7,6.63E-08
1.059,0.7,6.69E-08
1.06,0.7,6.74E-08
1.061,0.7,6.91E-08
1.062,0.69999,7.05E-08
1.063,0.69999,7.09E-08
1.064,0.80726,1.02E-07
1.065,0.81,8.18E-08
1.066,0.81,8.25E-08
1.067,0.81,8.32E-08
1.068,0.81,8.57E-08
1.069,0.81,8.51E-08
1.07,0.81,8.45E-08
1.071,0.71249,5.43E-08
1.072,0.71,7.12E-08
1.073,0.71,7.08E-08
1.074,0.70999,7.10E-08
1.075,0.71,7.11E-08
1.076,0.71,7.03E-08
1.077,0.70999,6.97E-08
1.078,0.81726,9.87E-08
1.079,0.82,7.89E-08
1.08,0.82,7.94E-08
1.081,0.81999,8.11E-08
1.082,0.82,8.26E-08
1.083,0.82,8.30E-08
1.084,0.82,8.28E-08
1.085,0.72251,5.42E-08
1.086,0.72,7.33E-08
1.087,0.72,7.38E-08
1.088,0.72,7.66E-08
1.089,0.72,7.60E-08
1.09,0.72,7.54E-08
1.091,0.72,7.36E-08
1.092,0.82726,1.03E-07
1.093,0.83,8.30E-08
1.094,0.83,8.30E-08
1.095,0.83,8.30E-08
1.096,0.83,8.22E-08
1.097,0.83,8.16E-08
1.098,0.83,7.91E-08
1.099,0.73249,5.12E-08
1.1,0.72999,7.02E-08
1.101,0.73,7.22E-08
1.102,0.72999,7.36E-08
1.103,0.73,7.41E-08
1.104,0.72999,7.39E-08
1.105,0.73,7.39E-08
1.106,0.83726,1.06E-07
1.107,0.84,8.61E-08
1.108,0.84,8.86E-08
1.109,0.84,8.81E-08
1.11,0.84,8.76E-08
1.111,0.84,8.58E-08
1.112,0.84,8.43E-08
1.113,0.74249,5.54E-08
1.114,0.74,7.38E-08
1.115,0.74,7.40E-08
1.116,0.74,7.32E-08
1.117,0.74,7.25E-08
1.118,0.74,7.00E-08
1.119,0.73999,7.05E-08
1.12,0.84723,1.03E-07
1.121,0.85,8.40E-08
1.122,0.85,8.56E-08
1.123,0.85,8.59E-08
1.124,0.85,8.58E-08
1.125,0.85,8.58E-08
1.126,0.85,8.64E-08
1.127,0.75249,5.86E-08
1.128,0.74999,7.95E-08
1.129,0.75,7.91E-08
1.13,0.74999,7.83E-08
1.131,0.75,7.65E-08
1.132,0.75,7.52E-08
1.133,0.75,7.46E-08
1.134,0.85726,1.06E-07
1.135,0.86,8.60E-08
1.136,0.86,8.53E-08
1.137,0.86,8.47E-08
1.138,0.86,8.21E-08
1.139,0.86,8.27E-08
1.14,0.86,8.33E-08
1.141,0.76249,5.64E-08
1.142,0.76,7.66E-08
1.143,0.75999,7.69E-08
1.144,0.76,7.67E-08
1.145,0.75999,7.65E-08
1.146,0.76,7.71E-08
1.147,0.75999,7.78E-08
1.148,0.86726,1.12E-07
1.149,0.87,9.10E-08
1.15,0.87,9.03E-08
1.151,0.87,8.85E-08
1.152,0.87,8.71E-08
1.153,0.87,8.67E-08
1.154,0.87,8.68E-08
1.155,0.77251,5.84E-08
1.156,0.77,7.62E-08
1.157,0.77,7.56E-08
1.158,0.77,7.30E-08
1.159,0.77,7.35E-08
1.16,0.77,7.41E-08
1.161,0.76999,7.60E-08
1.162,0.87726,1.09E-07
1.163,0.88,8.90E-08
1.164,0.88,8.88E-08
1.165,0.87999,8.89E-08
1.166,0.88,8.94E-08
1.167,0.88,9.00E-08
1.168,0.87999,9.25E-08
1.169,0.78249,6.35E-08
1.17,0.77999,8.13E-08
1.171,0.78,7.96E-08
1.172,0.78,7.79E-08
1.173,0.77999,7.76E-08
1.174,0.78,7.78E-08
1.175,0.78,7.78E-08
1.176,0.88726,1.09E-07
1.177,0.89,8.76E-08
1.178,0.89,8.50E-08
1.179,0.88999,8.55E-08
1.18,0.89,8.61E-08
1.181,0.88999,8.79E-08
1.182,0.89,8.94E-08
1.183,0.79249,6.14E-08
1.184,0.79,7.98E-08
1.185,0.79,7.97E-08
1.186,0.79,8.03E-08
1.187,0.79,8.07E-08
1.188,0.79,8.35E-08
1.189,0.79,8.30E-08
1.19,0.89726,1.14E-07
1.191,0.9,9.16E-08
1.192,0.9,9.00E-08
1.193,0.9,8.97E-08
1.194,0.9,8.98E-08
1.195,0.9,9.00E-08
1.196,0.9,8.93E-08
1.197,0.80249,6.01E-08
1.198,0.8,7.62E-08
1.199,0.8,7.66E-08
1.2,0.8,7.73E-08
1.201,0.8,7.92E-08
1.202,0.8,8.08E-08
1.203,0.8,8.11E-08
1.204,0.90726,1.12E-07
1.205,0.91,9.19E-08
1.206,0.91,9.25E-08
1.207,0.91,9.30E-08
1.208,0.91,9.56E-08
1.209,0.91,9.52E-08
1.21,0.91,9.44E-08
1.211,0.81249,6.42E-08
1.212,0.81,8.12E-08
1.213,0.81,8.09E-08
1.214,0.81,8.09E-08
1.215,0.81,8.10E-08
1.216,0.81,8.03E-08
1.217,0.81,7.97E-08
1.218,0.91726,1.09E-07
1.219,0.92,8.87E-08
1.22,0.91999,8.92E-08
1.221,0.92,9.10E-08
1.222,0.92,9.26E-08
1.223,0.91999,9.30E-08
1.224,0.91999,9.28E-08
1.225,0.82249,6.42E-08
1.226,0.82,8.34E-08
1.227,0.82,8.41E-08
1.228,0.82,8.67E-08
1.229,0.81999,8.62E-08
1.23,0.82,8.55E-08
1.231,0.82,8.36E-08
1.232,0.92725,1.14E-07
1.233,0.92999,9.28E-08
1.234,0.93,9.29E-08
1.235,0.93,9.30E-08
1.236,0.93,9.23E-08
1.237,0.93,9.16E-08
1.238,0.93,8.91E-08
1.239,0.83249,6.12E-08
1.24,0.83,8.02E-08
1.241,0.83,8.21E-08
1.242,0.83,8.36E-08
1.243,0.82999,8.42E-08
1.244,0.83,8.39E-08
1.245,0.82999,8.38E-08
1.246,0.93725,1.16E-07
1.247,0.94,9.61E-08
1.248,0.94,9.87E-08
1.249,0.94,9.83E-08
1.25,0.94,9.77E-08
1.251,0.94,9.59E-08
1.252,0.94,9.44E-08
1.253,0.84249,6.54E-08
1.254,0.84,8.40E-08
1.255,0.84,8.41E-08
1.256,0.84,8.34E-08
1.257,0.84,8.29E-08
1.258,0.84,8.03E-08
1.259,0.84,8.07E-08
1.26,0.94725,1.13E-07
1.261,0.95,9.42E-08
1.262,0.95,9.57E-08
1.263,0.95,9.61E-08
1.264,0.95,9.60E-08
1.265,0.95,9.59E-08
1.266,0.95,9.66E-08
1.267,0.85249,6.86E-08
1.268,0.85,8.98E-08
1.269,0.85,8.92E-08
1.27,0.85,8.86E-08
1.271,0.85,8.69E-08
1.272,0.85,8.53E-08
1.273,0.85,8.48E-08
1.274,0.95723,1.16E-07
1.275,0.96,9.61E-08
1.276,0.96,9.53E-08
1.277,0.96,9.48E-08
1.278,0.95999,9.22E-08
1.279,0.96,9.28E-08
1.28,0.96,9.34E-08
1.281,0.86249,6.68E-08
1.282,0.86,8.66E-08
1.283,0.86,8.71E-08
1.284,0.86,8.70E-08
1.285,0.86,8.68E-08
1.286,0.86,8.74E-08
1.287,0.86,8.79E-08
1.288,0.96726,1.22E-07
1.289,0.97,1.01E-07
1.29,0.97,1.01E-07
1.291,0.97,9.88E-08
1.292,0.97,9.72E-08
1.293,0.97,9.70E-08
1.294,0.97,9.70E-08
1.295,0.87249,6.87E-08
1.296,0.87,8.66E-08
1.297,0.87,8.58E-08
1.298,0.87,8.33E-08
1.299,0.87,8.38E-08
1.3,0.87,8.43E-08
1.301,0.86999,8.62E-08
1.302,0.97726,1.19E-07
1.303,0.97999,9.92E-08
1.304,0.98,9.91E-08
1.305,0.97999,9.90E-08
1.306,0.97999,9.96E-08
1.307,0.98,1.00E-07
1.308,0.97999,1.03E-07
1.309,0.88251,7.38E-08
1.31,0.88,9.15E-08
1.311,0.88,8.97E-08
1.312,0.88,8.83E-08
1.313,0.88,8.79E-08
1.314,0.88,8.81E-08
1.315,0.88,8.80E-08
1.316,0.98726,1.19E-07
1.317,0.98999,9.77E-08
1.318,0.99,9.50E-08
1.319,0.99,9.56E-08
1.32,0.99,9.62E-08
1.321,0.98999,9.81E-08
1.322,0.98999,9.98E-08
1.323,0.89249,7.18E-08
1.324,0.89,8.99E-08
1.325,0.89,8.99E-08
1.326,0.89,9.07E-08
1.327,0.89,9.11E-08
1.328,0.89,9.37E-08
1.329,0.88999,9.32E-08
1.33,0.99726,1.24E-07
1.331,0.99999,1.02E-07
1.332,1,1.00E-07
1.333,1,9.98E-08
1.334,1,9.99E-08
1.335,1,9.99E-08
1.336,1,9.93E-08
1.337,0.90249,7.02E-08
1.338,0.9,8.62E-08
1.339,0.9,8.67E-08
1.34,0.9,8.72E-08
1.341,0.9,8.90E-08
1.342,0.9,9.07E-08
1.343,0.9,9.10E-08
1.344,1.00723,1.22E-07
1.345,1.00999,1.02E-07
1.346,1.01,1.03E-07
1.347,1.00999,1.03E-07
1.348,1.00999,1.06E-07
1.349,1.01,1.05E-07
1.35,1.00999,1.05E-07
1.351,0.91249,7.42E-08
1.352,0.91,9.11E-08
1.353,0.91,9.10E-08
1.354,0.91,9.09E-08
1.355,0.90999,9.10E-08
1.356,0.90999,9.04E-08
1.357,0.91,8.96E-08
1.358,1.01725,1.19E-07
1.359,1.02,9.89E-08
1.36,1.02,9.92E-08
1.361,1.02,1.01E-07
1.362,1.01999,1.03E-07
1.363,1.01999,1.03E-07
1.364,1.02,1.03E-07
1.365,0.92249,7.45E-08
1.366,0.92,9.35E-08
1.367,0.92,9.42E-08
1.368,0.92,9.65E-08
1.369,0.92,9.61E-08
1.37,0.91999,9.55E-08
1.371,0.92,9.37E-08
1.372,1.02725,1.24E-07
1.373,1.03,1.03E-07
1.374,1.03,1.03E-07
1.375,1.03,1.03E-07
1.376,1.03,1.02E-07
1.377,1.02999,1.02E-07
1.378,1.03,9.91E-08
1.379,0.93251,7.12E-08
1.38,0.92999,9.02E-08
1.381,0.92999,9.20E-08
1.382,0.92999,9.35E-08
1.383,0.93,9.39E-08
1.384,0.93,9.38E-08
1.385,0.93,9.37E-08
1.386,1.03725,1.26E-07
1.387,1.04,1.06E-07
1.388,1.03999,1.09E-07
1.389,1.04,1.08E-07
1.39,1.04,1.08E-07
1.391,1.04,1.06E-07
1.392,1.04,1.04E-07
1.393,0.94249,7.54E-08
1.394,0.94,9.40E-08
1.395,0.94,9.40E-08
1.396,0.94,9.33E-08
1.397,0.94,9.28E-08
1.398,0.93999,9.00E-08
1.399,0.94,9.06E-08
